user_id, title, author, publisher, isbn, language, no_of_exchanges, rating
QNJEQ8uzqn4ppGYMcmc8Uk,Love & Deception,Simone Majors,Mahogany Publications,,English,7,4.6
WBEcDe6e62jXWJQ5rND3D5,Rattle: A Serial Killer Thriller That Will Hook You from the Start,Fiona Cummins,Pan Macmillan,9781509812288,English,0,4.4
cgVbtQjkhwhLzR6JqPZVPX,Hoes Be Winning,Ms.Bam,A.N.C. Media Publishing,,English,2,4.6
aJXFuJCCnLPx79bhgSmTaX,Perfect Remains (A DI Callanach Thriller| Book 1),Helen Fields,HarperCollins UK,9780008181567,English,6,4.3
7W37BmZHV9AvfzVzQz4tDp,The Family Business 3,Carl Weber,Urban Books,9781622863488,English,0,4.8
FDph3jGD7yyHd8Ke9ncE3J,Outside Looking In: A darkly compelling crime novel with a shocking twist (DCI Matilda Darke Thriller| Book 2),Michael Wood,HarperCollins UK,9780008190460,English,7,4.6
XAsnzW8nouCodmbNKuGmqk,Doctors,Erich Segal,Hachette UK,9781444768459,English,0,4.2
UN3a2BxpLsFyNsEPzzfPJT,Outbreak,Robin Cook,Penguin,9781101203484,English,9,4.4
G3wUvqkGkqxCEGw3udPA8k,The Namesake,Jhumpa Lahiri,HarperCollins UK,9780007383535,English,0,4.1
Pya9h9uSnJqMjUMaD9VA6B,The Last Shot,Sara Hubbard,Sara Hubbard,9780992091279,English,9,4.3
4bmideLwwzkQZRzzopWuJK,The Citadel,A. J. Cronin,Pan Macmillan,9781447244561,English,9,4.5
b9ea43FNrrRGKsqhVB6bXr,The Storied Life of A.J. Fikry,Gabrielle Zevin,Hachette UK,9780349141084,English,2,4.3
VShxUhMiR7QU6k6XJCKmjo,Trauma Plan,Candace Calvert,Tyndale House Publishers| Inc.,9781414373850,English,1,4.7
SPMFGZzwow8QkP3qPg5meJ,Still Alice,Lisa Genova,Simon and Schuster,9781439157039,English,8,4.5
KMK2EhYsF2NvcYhMG6UyqZ,After the End: The powerful| life-affirming novel from the Sunday Times Number One bestselling author,Clare Mackintosh,Hachette UK,9780751564938,English,6,4.5
bVJPjyRSotHNmTypFragCY,200 Harley Street: Surgeon in a Tux (Mills & Boon Medical) (200 Harley Street| Book 1),Carol Marinelli,HarperCollins UK,9781472045348,English,7,4.4
jHbfTR4ecYs5ZMp6cn5nXA,The Final Diagnosis,Arthur Hailey,Open Road Media,9781504022224,English,6,4.5
e3kLboZpXUQpjfZjDf3CU2,Beyond These Walls,J.L. Berg,J.L. Berg,9780990346074,English,4,4.6
SRUuueRA5ReHngFg8Qwrbw,Falling From the Sky,Sarina Bowen,Tuxbury Publishing LLC,9781942444039,English,9,4.6
XoCY8WDXid4t8pvKshoidd,Thanks for the Memories,Cecelia Ahern,HarperCollins UK,9780007283347,English,5,4.3
FG879D9W5CqWJc9MNoZQuN,Nine Perfect Strangers: The Number One Sunday Times bestseller from the author of Big Little Lies,Liane Moriarty,Penguin UK,9781405919470,English,3,4.0
EQDt8k9T7ARGWmQurDGqWi,A Dirty Shame,Liliana Hart,7th Press,9781480191556,English,0,4.5
QYm42KKGF4BK8xXg4cPtMB,Saving Forever - Part 6,Lexy Timms,Dark Shadow Publishing,,English,4,4.7
AkZ5nCdCFV9YQsbjyg7mtB,When Summer Comes (Whiskey Creek| Book 3),Brenda Novak,HarperCollins UK,9781472011053,English,8,4.4
5RanWa7cXLxH6JZ2SHVRfa,Wild & Sweet,Rhenna Morgan,Carina Press,9781488024474,English,3,4.8
7bL9haBKyxxLYjGMWxNCS5,The Physician,Noah Gordon,Open Road Media,9781453263747,English,8,4.6
L9eFqocGqowhXmYj6TqngQ,Lone Wolf: the unputdownable story of one family’s impossible decision by the number one bestselling author of A Spark of Light,Jodi Picoult,Hachette UK,9781444729009,English,4,4.2
FGrT3EDS78P3PpKvJWHxfQ,The Greek Billionaire's Love-Child (Mills & Boon Medical) (Billionaire Doctors| Book 1),Sarah Morgan,HarperCollins UK,9781408909171,English,3,4.1
AsuFt4j5Zcr9gainyRE6u6,Doctor-Patient Confidentiality: SECOND OMNIBUS (Volumes Four| Five| and Six) (Confidential #1) (M/F Contemporary Medical Erotic Romance: BDSM| BWWM| HEA),Eme Strife,(Eme)nded Publishing,9781548068509,English,5,4.1
69viP9SYtczS5kFk23Vt54,The Vampire and the Paramedic: An Extreme Medical Services Prequel,Jamie Davis,MedicCast Productions,,English,6,4.7
BuUw7bVK7gcztcu2pVNghN,Moonlight Road (A Virgin River Novel| Book 10),Robyn Carr,HarperCollins UK,9781408900116,English,0,4.6
RhAa9EENPYu42e5tzpCHgR,The Doctor Wears A Stetson,Anne Marie Novark,Anne Marie Novark,,English,0,4.4
2i9g6kN3fqUJ9yEzuh499E,New York City Docs: Hot Doc from Her Past (New York City Docs| Book 1) / Surgeons| Rivals...Lovers (New York City Docs| Book 2) / Falling at the Surgeon's Feet (New York City Docs| Book 3) / One Night in New York (New York City Docs| Book 4),Tina Beckett,HarperCollins UK,9781474044615,English,8,4.7
o3UDoMFD87RMLSpdYKpPJV,Nash (The Marked Men| Book 4),Jay Crownover,HarperCollins UK,9780007579068,English,9,4.4
QfDVpZPDrKX9YCwqivvwvr,San Andreas,Alistair MacLean,HarperCollins UK,9780007289394,English,1,3.9
c97b5mjteWDFSq2LCx45uW,The Rock Star’s Secret Baby,Blair Babylon,Malachite Publishing,,English,7,4.9
ebeeXVm5WB4LsKWBWC5uBx,Dark Path,Melissa F. Miller,Brown Street Books,9781940759296,English,3,4.3
hMsfEZoPweQJyUaef8jdLQ,The Deadline,Lorhainne Eckhart,Lorhainne Eckhart,9781928085102,English,7,4.7
FqrhjkhqBzG2XynBZVKrBM,Close Your Eyes,Darren O’Sullivan,HarperCollins UK,9780008277864,English,6,4.4
ZaVLqzp4QhFVzqGerko83t,Master and Commander (Aubrey/Maturin Series| Book 1),Patrick O’Brian,HarperCollins UK,9780007429288,English,6,4.1
hWSQDDYp4X8R7ix97dmG4i,Paradise Found,Mary Campisi,Mary Campisi Books| LLC,9781938786259,English,8,4.5
kpGP3V58AnZRZBEpNp3r68,St Piran's: Tiny Miracle Twins (Mills & Boon Medical) (St Piran's Hospital| Book 7),Maggie Kingsley,HarperCollins UK,9781408924570,English,4,5.0
jRDQGNbXQKfFDedFSfsJ6w,Bloodstream,Tess Gerritsen,HarperCollins UK,9780007370788,English,3,3.8
22z5Cgp2oWgwcfXULdDMyv,La razón por la que salto,Naoki Higashida,Roca editorial,9788499188171,Spanish,9,4.6
XvMM2dE2mDcJr5b9LSQMQS,The Last Hours: A deadly plague is spreading across the land...,Minette Walters,Atlantic Books,9781760638849,English,7,4.8
iYV8Upn6zvb6Umjhu4RLfq,Eggnog and Candy Canes,Jean Oram,Oram Productions,9781928198062,English,5,4.4
EHjr8PS2AMU3btGvEEQ3XB,Noah's Ark: Contagion (Post Apocalyptic Sea Adventure),Harry Dayle,Shelfless,,English,8,4.4
dFEutrhnKrDTjruHMfFPpu,Brides of Penhally Bay - Vol 2: The Doctor's Royal Love-Child / Nurse Bride| Bayside Wedding / Single Dad Seeks a Wife / Virgin Midwife| Playboy Doctor (Mills & Boon Romance),Kate Hardy,HarperCollins UK,9781408914885,English,4,5.0
PM4dgW9H9vQEQxv7x4367p,Engaging the Bachelor,Cathryn Fox,Entangled: Brazen,9781633756762,English,1,4.4
AjKxUkm8au47LgAdn78qsA,The Midwife of Hope River,Patricia Harman,Harper Collins,9780062198907,English,9,4.3
P9te6PXfXXBkSiJDCKXxD3,The Army Doc's Baby Secret (Mills & Boon Medical),Charlotte Hawkes,HarperCollins UK,9781474090087,English,2,5.0
4uZshbwe2gWiwbQ2RwfG8R,Murder in the Family,Paula Bernstein,Third Street Press,9781948142342,English,2,4.4
ktDtr9fZbrmJSLrVSWTV4Q,Knave of Hearts (Mills & Boon Medical) (The Audley| Book 6),Caroline Anderson,HarperCollins UK,9781472060037,English,0,5.0
DaisDU6Ld2XL2fNJQrNiJn,The Scars I Bare,J.L. Berg ,J.L. Berg LLC ,9780998391243,English,0,4.7
3WdTUajucGXnidceTjny22,The Surgeon's Doorstep Baby (Mills & Boon Medical),Marion Lennox,HarperCollins UK,9781472002815,English,6,5.0
FsFzLA8baa43kRNy3jA6yo,Red Queen,Victoria Aveyard,Hachette UK,9781409150732,English,9,4.7
jCSrzazfUaysJcAWpZakj2,Metro 2033: The novels that inspired the bestselling games,Dmitry Glukhovsky,Hachette UK,9780575086265,English,4,4.6
ewEGfaMPovyH2YWjrnezzp,Of Blood and Bone,Nora Roberts,Hachette UK,9780349414997,English,6,4.7
XyG8DJyAAjqmvoA2yvhqLP,Malice,John Gwynne,Pan Macmillan,9780230767270,English,7,4.4
oP7JHFp4nb6bzyTbSMD52y,1Q84: Books 1 and 2,Haruki Murakami,Random House,9781446484197,English,8,4.4
n2MkVQWU6pQXhSkNiH379Q,Brave New World,Aldous Huxley,Random House,9781407021010,English,8,3.9
Xza8q3JqiQP6i9RsGyVqoo,The Road: Winner of the Pulitzer Prize for Fiction,Cormac McCarthy,Pan Macmillan,9780330472753,English,5,4.5
cBjF5ar7dbMidxH52MUN2X,Nineteen Eighty-Four: The Annotated Edition,George Orwell,Penguin UK,9780718193645,English,1,4.3
2KJtWmEBxRWUa9Cm6sbQBw,Station Eleven,Emily St. John Mandel,Pan Macmillan,9781447269007,English,7,4.2
CvjfXACPJEzQ8VPSpTzs8j,The Moon is a Harsh Mistress,Robert A. Heinlein,Hachette UK,9781444791044,English,2,4.7
mziPTHUnopQPsWaeSXVhBd,The Girl With All The Gifts: The most original thriller you will read this year,M. R. Carey,Hachette UK,9780748123797,English,0,4.3
UuGTN2eWDfPcYfD922EgTy,I Am Legend,Richard Matheson,Hachette UK,9780575119574,English,0,4.4
QRLWts4SrXdnuMCN8iFYHW,Salvation (The Captive Series Book 4),Erica Stevens,Erica Stevens,,English,4,4.7
5cCPvPGkJT6kKFEWXztQm9,Close Remembrance (The Krinar Chronicles: Volume 3),Anna Zaires,Mozaika Publications,9780988391345,English,9,4.2
8AXRiYkmfjd6VbEYcsnbQu,The Power: WINNER OF THE WOMEN'S PRIZE FOR FICTION,Naomi Alderman,Penguin UK,9780670919970,English,3,4.4
8XXeZePfmg7zgBEwymnDr7,Lethal Game: 'The queen of paranormal romance',Christine Feehan,Hachette UK,9780349426679,English,3,4.6
YmyjMxYP2gH9jLRvDp8v26,Compete,Vera Nazarian,Norilana Books,9781607621492,English,1,4.8
dnhoHyVjr2ZseokK35KvpE,Fate's Warriors Trilogy: Bundle: Books 1 - 3,J.C. Diem,Seize The Night Agency,,English,7,4.9
6kZGN2Zi2iuvHZE47vEw69,Eye of the Storm (Sean Dillon Series| Book 1),Jack Higgins,HarperCollins UK,9780007456031,English,9,4.3
hmgBCxDzneJRmj4CyCgEKD,Blindness,José Saramago,Random House,9781448180981,English,7,4.0
GUHF8aWY6wf4qGw8jzQGN6,The War of the Worlds,H. G. Wells,Penguin UK,9780141974200,English,1,4.3
8CAejgNvVttmpCQS3Yanm2,The Zombie Chronicles - Book 2 - Race For The Cure,Chrissy Peebles,Dark Shadows Publishing,,English,2,4.5
VMmkvtXXoa7pRHoxCSCZgW,Mark of Fate,W. J. May,W.J. May,,English,1,4.8
BwGoNYZmDho72wXLSSymKR,The End of October: A page-turning thriller that warned of the risk of a global virus,Lawrence Wright,Random House,9781473584914,English,9,4.6
eyU84A3PcBXaeUdKp9BXb8,Parable of the Sower: the New York Times bestseller,Octavia E. Butler,Hachette UK,9781472214775,English,0,4.2
mMpPidpD5MgqQHpcryanCC,A Clockwork Orange: Restored Edition,Anthony Burgess,Penguin UK,9780141970684,English,5,4.6
ZSWRtCLTvsLf5RZ8AshdEK,Ancestral Night: A White Space Novel,Elizabeth Bear,Hachette UK,9781473208766,English,9,4.4
e8vHrTzxaJvVE6iA9QF269,The Price For Peace,W.J. May,Dark Shadow Publishing,,English,0,4.6
VUUi3sSUPcATmxAJED4fUX,Devin,Dana Archer,Cherokee House Publishing LLC,9781946672360,English,2,5.0
RQyqYxiivMzcvhZvY7cVPw,Sketches,Teyla Branton,White Star Press,9781939203786,English,8,4.5
E3pQUU3hUWE2VUgHD9p63q,The 40th Day,Deirdre Gould,Deirdre Gould,,English,2,4.8
7FckBDGRC8LPETQiYQBhwg,Regal,Brian Rathbone,White Wolf Press| LLC,9781301786039,English,9,4.4
jFzs8TsHHr9kWVYooozivz,Anthem,Ayn Rand,Courier Corporation,9780486782713,English,2,3.9
G9EAXQiYnt9dF3LBwR9CQU,Wool,Hugh Howey,Random House,9781448150205,English,1,4.3
N8coxh9bCT6dTt8dvqyCma,Reamde,Neal Stephenson,Atlantic Books Ltd,9780857894182,English,9,4.0
VPBPXWTpHh7MchZRetVv9x,Arena Two (Book #2 of the Survival Trilogy),Morgan Rice,Morgan Rice,9780984975372,English,7,4.3
Rcd2CzMKfRpPM4TDaDQPRu,Plague Wars: Infection Day: The First Trilogy: Three apocalyptic technothriller sci-fi adventures,David VanDyke,Reaper Press,,English,1,4.6
5gwhcEwkCcStBcFbDTrPGV,Diaspora,Greg Egan,Hachette UK,9780575105423,English,4,4.2
dijLrMBUU7DTW79Fu7Rr3V,The Memory Police,Yoko Ogawa,Random House,9781473520691,English,8,4.2
iX99oas3P6RboibyA7UjQH,The Gathering,K.E. Ganshert,K.E. Ganshert,,English,7,4.8
AotEv7CGvkZWARtAn93m6p,Hell Divers,Nicholas Sansbury Smith,Blackstone Publishing,9781504725866,English,9,4.5
5BVJcrU2fb5zaADZtVSMgX,Agency: THE DYSTOPIAN SUNDAY TIMES TOP TEN BESTSELLER FROM THE AUTHOR OF THE PERIPHERAL,William Gibson,Penguin UK,9780241974568,English,4,4.2
4uxKmLQX3TeNcG2CXCXMkf,Apocalypsis: Book 1 (Kahayatle),Elle Casey,Elle Casey,9781939455284,English,2,4.6
H3vnj2QdwLgJcN5pDjMvni,The City of Mirrors,Justin Cronin,Hachette UK,9781409151005,English,7,4.2
bvBbF4xfvdGvUFtu7E7hdd,Alif the Unseen: LONGLISTED WOMEN’S PRIZE FOR FICTION 2013,G. Willow Wilson,Atlantic Books Ltd,9780857895684,English,1,4.1
QFZeSNjFmwwU5GBJdf9wFP,Surviving The Evacuation| Book 2: Wasteland,Frank Tayell,Frank Tayell,,English,8,4.5
JqQG6nWy2Rzk6ejYTvY655,The Day of the Triffids,John Wyndham,Penguin UK,9780141912110,English,6,4.6
kDKwmFxka4NvibyFyYnM6w,Bitten by Flame,Kimber White,Nokay Press| LLC,,English,1,4.8
6dueDq3LVrutXHvbCtieUA,Legion: Lies of the Beholder,Brandon Sanderson,Hachette UK,9781473224971,English,8,4.4
JxkBDmdZJyXdhMnV3rbyqR,The Long Mars,Stephen Baxter,Random House,9781448167630,English,1,4.3
DB47CAHbTrRWi2x7FvZPPr,Aleph,Paulo Coelho,HarperCollins UK,9780007435531,English,9,4.3
5ukUNjPcZwTKTkhQKyYPDV,For One More Day,Mitch Albom,Hachette UK,9780748112623,English,3,4.2
ecG2NfyJuEMQRbmUgZ32Cd,Grimnirs,Ednah Walters,Firetrail Publishing,9780983429791,English,7,4.6
ggMLeBsf2C7ZpxCtgayY8v,I| Robot,Isaac Asimov,HarperCollins UK,9780007369355,English,8,4.7
RRHL9xxGRJ2iDMJVw87vga,My Sister's Keeper,Jodi Picoult,Hachette UK,9781848941465,English,8,4.5
avRKoVrBwnhPY3zQr7bvQv,The Seven Deaths of Evelyn Hardcastle: The Sunday Times Bestseller and Winner of the Costa First Novel Award,Stuart Turton,Bloomsbury Publishing,9781408889572,English,8,4.2
DMxFayymJejLdubUJMoWT7,The Left Hand of Darkness,Ursula K. Le Guin,Hachette UK,9781473221635,English,4,4.5
72pMLeSayvjquRacdL8Hku,1Q84: Book 3: Book 3,Haruki Murakami,Random House,9781446484203,English,8,4.2
Ei98JLfKedbFfAFkpgmQQn,The Journeys of Socrates: An Adventure,Dan Millman,Harper Collins,9780061841514,English,8,4.8
bG25GDNpZkg3RR2asy3rnh,Appointment with Death (Poirot),Agatha Christie,HarperCollins UK,9780007422142,English,1,4.5
7f6Q6Dt8bc7TeusXESTuu8,Rose Madder,Stephen King,Hachette UK,9781848940925,English,5,4.6
R5qDwrRyAChqHVxiWjTMXQ,Memoirs and Misinformation: A novel,Jim Carrey,Knopf,9780525655985,English,8,4.5
M3hZv2cp6d3JLxWMNe2B3c,Angelopolis: A Novel,Danielle Trussoni,Penguin,9781101606063,English,7,4.4
4cpRRa6PFiPfuCfTEYpgux,Inferno,Dante,Bantam,9780553900538,English,0,4.2
e8xZUsE667jFsfcVbzggYf,The Little Prince,Antoine de Saint-Exupéry,Pan Macmillan,9781509811311,English,4,4.8
YgN2vnf9LcwpjfBwxdXZEr,Breakfast of Champions,Kurt Vonnegut,Random House,9781407054032,English,7,4.4
M9VgLgy6tGnUpJf3uH5V7L,Regal,Brian Rathbone,White Wolf Press| LLC,9781301786039,English,5,4.4
hoAqTbUz3Yzxx6thyTVxuv,Seirs,Kim Richardson,FablePrint,9781301111862,English,2,4.5
QYLGkMC3BaCWVHyV27Uc9B,The Poisonwood Bible,Barbara Kingsolver,Faber & Faber,9780571246212,English,3,4.4
NPSdtM3ZQ646o5truc9Syb,Jitterbug Perfume: A Novel,Tom Robbins,Bantam,9780553897920,English,0,4.8
C5sqNLWduAvDthU29GFmrD,Stone Cold Magic,Jayne Faith,Jayne Faith,9780997026054,English,6,4.5
LTduJmzTBfotFL5uLxLCzj,Apeirogon: Longlisted for the 2020 Booker Prize,Colum McCann,Bloomsbury Publishing,9781526607874,English,8,4.2
kL7FD6NquzpBc25EvKnnRR,The Overstory: Winner of the 2019 Pulitzer Prize for Fiction,Richard Powers,Random House,9781473554498,English,5,4.6
B8C93iPDgYZ8mgMYVaeiNy,Solomon Creed,Simon Toyne,HarperCollins,9780007551378,English,4,4.2
QCm2rCNYAifpVaq8zUadHp,The Book of Mirdad: The Strange Story of a Monastery which was Once Called The Ark,Mikhail Naimy,Watkins Media Limited,9781780283081,English,2,5.0
K2ipy3BXXrAndwAwA65ACY,Celestine Insights - Limited Edition of Celestine Prophecy and Tenth Insight,James Redfield,Hachette UK,9780446567831,English,4,5.0
BpJKhTU967gPN2CaB8cpLP,Fighting for Infinity,Karen Amanda Hooper,Starry Sky Publishing ,9780985589974,English,7,4.8
mWoeKmtXzGeoHiPQoWNcCs,Legon Ascension,Nicholas Taylor,Somnium Press| LLC,9781458102249,English,6,4.5
TLfnmNpxB4aswbouqKu3W6,The Lake House (The Annie Graham crime series| Book 4),Helen Phifer,HarperCollins UK,9781474033411,English,6,4.5
NcnqBTJJgiVcJ7LAjp7nS5,A Horse Walks into a Bar,David Grossman,Random House,9781473545809,English,8,5.0
Lrt5HjVmg5fGGLdsbsrfig,The Mountain Shadow,Gregory David Roberts,Hachette UK,9780748117833,English,6,4.2
65j2W9dXs3FBGey4Cyx864,The Magus,John Fowles,Random House,9781409059943,English,9,4.3
mX8VquYR3cHYENpjgLqsTF,Home Fire: WINNER OF THE WOMEN'S PRIZE FOR FICTION 2018,Kamila Shamsie,Bloomsbury Publishing,9781408886755,English,0,4.3
B7SbodXhEjuauhWr4onKRU,Trinity: The Battle for Nevaeh,David Wind,ColSaw Publications / DMW ,9780990003571,English,9,4.8
dMkZpFWW9mCumspw48bjHH,Immortal Vegas: The Box Set,Jenn Stark,Jenn Stark,9781943768332,English,4,4.7
E82DVRbuUBRpVTCk9LGVvE,The Silent Corner (Jane Hawk Thriller| Book 1),Dean Koontz,Harper Collins,9780007518081,English,1,4.6
UUXAfSAk6stVK7MwSqsYxq,No Good Deed: Book One of the Mark Taylor Series,M.P. McDonald,MP McDonald,,English,3,4.4
LBv9FJdLSvGr6DgS6YZft6,Sword of the Gods: Prince of Tyre,Anna Erishkigal,Seraphim Press,9780985489625,English,6,4.5
BEBcdP9ZgFgXf99YuiT3Ag,Munnu: A Boy From Kashmir,Malik Sajad,HarperCollins UK,9780007513734,English,7,4.7
DK7zprSMEEG4VSHHRZTT9S,Dark Path,Melissa F. Miller,Brown Street Books,9781940759296,English,8,4.3
S48E6VqAdzt4PZjnvAfYzb,The Dalai Lama's Cat and the Power of Meow,David Michie,Hay House| Inc,9781401948030,English,0,4.4
UMnLXzAAdQiXzERmxUF5aG,Anges Gaïens| livre 1 : La Toile de l'Éveil,Iom Kosta,Anges Gaïens,9791090903111,French,6,4.5
CVEFCZEtv2gDRirjwnqBBx,#9 Shades of Gray: Rise Of The Gorgons,Kristie Lynn Higgins,Kristie Lynn Higgins,,English,4,4.3
GvRns2t34nfutSxkUiAVmx,Cursed Glass,ROHIT BARWAR,Notion Press,9781644290316,English,5,5.0
c22yfNLJyUJgzj4x37GK9B,The New York Trilogy,Paul Auster,Penguin,9781101199312,English,2,4.4
EJDM4jPKiUAoaAeStZa9zG,Night of the Living Demon Slayer,Angie Fox,Angie Fox,9781939661258,English,9,4.5
LSKzhnwxBzWHPsxns94Wvc,The Pit Stop,Carmen DeSousa,Carmen DeSousa Books,9780989905077,English,0,4.5
aKjpsNJqz9v3KhCSkvKPG8,Demon Child,Kat Cotton,Kat Cotton,,English,4,4.5
4pcLHj3VNcNNns22UYi2as,Soul's Gate,James L. Rubart,Thomas Nelson,9781401686062,English,9,4.5
a6ZXAnRisXWiAtvLu6zU2M,The Light Keepers,Mande Matthews,Guardian Tree Press,,English,7,4.5
6UYJsh4xLpETcuVMSzNoCi,The Remains of the Day,Kazuo Ishiguro,Faber & Faber,9780571249350,English,7,4.4
V7EDNkA6EhVtDMQKKHtHtS,Wild Swans: Three Daughters of China,Jung Chang,HarperCollins UK,9780007379873,English,5,4.4
nuCx2nzw3z8vGjGndxsZRR,The Secret Wife: A captivating story of romance| passion and mystery,Gill Paul,HarperCollins UK,9780008102159,English,0,4.6
A2hKZ9WSBLampEbSQiAsGB,Paths of Glory,Jeffrey Archer,Pan Macmillan,9780230741928,English,0,4.4
LnvLHYYDb2h2vKNbGpRPd2,The Bell Jar,Sylvia Plath,Faber & Faber,9780571248209,English,1,4.3
dcZTd6VuJ9pYm8aQifawTo,I| Claudius,Robert Graves,Penguin UK,9780141911748,English,2,4.5
UpDqeHsz7i65sMhZChiWzH,The Dalai Lama's Cat,David Michie,Hay House| Inc,9781401940591,English,0,4.6
NuJwWCXmRTzsHZiVukG96F,MANDESHI MANASA,VYANKATESH MADGULKAR,MEHTA PUBLISHING HOUSE,9789386745675,Marathi,2,4.9
KYwosArbbiwepHE4Xn8Zry,Queenie: British Book Awards Book of the Year,Candice Carty-Williams,Hachette UK,9781409180081,English,0,4.4
5pYa8EpRRCrRhiNx9JuJKx,The Romanov Empress: A Novel of Tsarina Maria Feodorovna,C. W. Gortner,Ballantine Books,9780425286173,English,7,4.6
g2Xft3mYshMBsizoFRqP7S,Memoirs and Misinformation: A novel,Jim Carrey,Knopf,9780525655985,English,8,4.5
Gy2uQMZvpoQLgybgPu5wgw,The Accidental Empress: A Novel,Allison Pataki,Simon and Schuster,9781476790237,English,7,4.3
UYauU5FZ6wCqsDCcKtxj8Y,A Death in the Family,Karl Ove Knausgaard,Random House,9781446496992,English,5,4.1
5gF8yjgBYL6G5SUB9CXiTW,BEDHUND,AVINASH HAMBIRRAO LONDHE,MEHTA PUBLISHING HOUSE,9789353170264,Marathi,0,5.0
9j2zmQMJ4auPguKFEGwAtQ,The Book of Ebenezer le Page,G.B. Edwards,New York Review of Books,9781590176115,English,7,4.5
5qW9hTephhKKEsasuE7oyH,Auschwitz Lullaby: A Novel,Mario Escobar,Thomas Nelson,9780785219941,English,4,4.8
oC9XoikDeGmDopviQWQ2eG,Gray,Pete Wentz,Simon and Schuster,9781416570363,English,5,4.8
SSyAXTadpjBxKvGV9NSUUX,America's First Daughter: A Novel,Stephanie Dray,HarperCollins,9780062347275,English,5,4.4
gZTNvVm4Ur55SYAGK42L4a,The Other Einstein: A Novel,Marie Benedict,Sourcebooks| Inc.,9781492637264,English,5,4.0
RXr9dQP6Mj7r3tR6mEJkwW,Ich will doch bloß sterben| Papa: Leben mit einer schizophrenen Tochter,Michael Schofield,Kösel-Verlag,9783641125752,German,1,4.8
S6RXkT9XCcUqyA5JTaSUpv,Daisy Jones and The Six: The must-read bestselling novel,Taylor Jenkins Reid,Random House,9781473559707,English,5,4.3
5zUD4ZoxpYoFvFhYEGmvt5,The Edge of Lost,Kristina McMorris,Kensington Books,9780758281197,English,6,4.4
Sqd53frhYySiceNyQMn9yQ,Musashi: An Epic Novel of the Samurai Era,Eiji Yoshikawa,Vertical| Inc.,9781568364513,English,6,4.6
oLkYBkdSATbpPQGAdLbZfT,Vespasian 1-3: Tribune of Rome| Rome's Executioner| False God of Rome,Robert Fabbri,Atlantic Books Ltd,9781782395409,English,0,4.7
dZShKdUBMksedqazirTCHM,The Royal Nanny: A Novel,Karen Harper,HarperCollins,9780062420640,English,7,3.9
g5HJxtEXPtVuvwjCeHt7kQ,The Sentiment in My Stone,Aazib Manzoor,BlueRose,9789389888782,English,8,5.0
DUEmW8yVJwd5yNCVVyb4KV,EMINEM: The Real Fucking Story,Robin McGibbon,Goldmann Verlag,9783894806835,German,9,4.5
EcWky6w8mxEDN4LBi9oHys,Dictator,Robert Harris,Random House,9781446409107,English,3,4.6
DKQg4Vu8tjaMChQATZjRGX,The Right Time,Danielle Steel,Pan Macmillan,9781509800346,English,5,4.5
TLLd6ebnLDXCVxetBvK85f,Lovers at the Chameleon Club| Paris 1932: A Novel,Francine Prose,Harper Collins,9780062199133,English,0,4.1
Dg8BCFETuwsHczgWmgmcB7,The Sands of Ammon,Valerio Massimo Manfredi,Pan Macmillan,9780330538879,English,3,4.8
ZUWZfiMceSBEU9c2EDr9q2,Oltre l'orizzonte,Vito Favia,Youcanprint,9788891122575,Italian,8,4.5
e2DEJS2L52jHwYRK5GD3pb,Psychos: A White Girl Problems Book,Babe Walker,Simon and Schuster,9781476734163,English,5,4.6
EvE7dJ8Y3fVvVedmk9N4oZ,Ich habe den Todesengel überlebt: Ein Mengele-Opfer erzählt,Eva Mozes Kor,cbj Verlag,9783641067014,German,8,4.4
4x6MQVaGrNTzgZGQAXzjNu,Conversations with Beethoven,Sanford Friedman,New York Review of Books,9781590177884,English,3,5.0
mceSTPg8ySnzz8g8fkBsFW,Slow Days| Fast Company: The World| The Flesh| and L.A.,Eve Babitz,New York Review of Books,9781681370095,English,8,5.0
dxgdVCmDkC4QMKNqV3GJrL,What is the What,Dave Eggers,Penguin UK,9780141917412,English,1,4.3
mEAGoYjbU8NL5aMYQmD23H,The World As I Found It,Bruce Duffy,New York Review of Books,9781590175651,English,4,4.3
SKwrZDCx9LbfMGHn8P7swY,Coffee| Tea or Me?,Donald Bain,Penguin,9781101098943,English,9,4.1
Rt8qwVNLVVFBUGD5s5cmDJ,Gewalt ist eine Lösung: Morgens Polizist| abends Hooligan - mein geheimes Doppelleben,Stefan Schubert,Riva Verlag,9783864130052,German,1,4.6
bBm9x7d2rKmiGNTLoCKVT4,The Queen's Mistake,Diane Haeger,Penguin,9781101145388,English,2,4.2
MhtA2QcNC57ujoDmXeeUNU,The Endless Fiction,Shiwam Sharan,Shiwam Sharan,,English,0,4.8
6SpfxsQWALkS8smHrFAqM8,Stone Cliff Series,Cathryn Fox,Cathryn Fox,9781928056096,English,5,4.5
8QUiYnnvd2MTZV77GxhWvh,Der Mann| der wirklich liebte: Roman nach einer wahren Geschichte,Hera Lind,Diana Verlag,9783641043285,German,0,4.9
5TYtMQcgMBqQkbQSLSVkkB,CESARET,Sezgin Irmak,BEKA SANAT,9786056444005,Turkish,9,4.2
X37n45R8Bht29sQHAAYszf,The Kilkenny Series Bundle,Louis L'Amour,Bantam,9780804181112,English,3,4.6
8qZA2qJxvm9szbf45d953J,For the Roses,Julie Garwood,Penguin,9781101531525,English,7,4.7
