title, author, publisher, date_published, ratings, pages, isbn, language, genres
Sensuous Surfaces: The Decorative Object in Early Modern China,Jonathan Hay,Reaktion Books,Jun 25| 2010,3.0,440,9781861898463,English,Art / Asian / General
Cities and Photography,Jane Tormey,Routledge,Jan 17| 2013,0.0,266,9781135190347,English,Architecture / Criticism
The Oxford Handbook of Synesthesia,Julia Simner,OUP Oxford,Dec 12| 2013,0.0,1120,9780191663437,English,Art / History / General
The Art of City Sketching: A Field Manual,Michael C. Abrams,Routledge,Apr 24| 2014,3.0,312,9781136665455,English,Architecture / Design| Drafting| Drawing & Presentation
Art of the Yellow Springs,Wu Hung,Reaktion Books,Feb 15| 2015,5.0,272,9781861897183,English,Art / Asian / General
Pedestrian Bridges: Ramps| Walkways| Structures,Andreas Keil,Walter de Gruyter,Mar 1| 2013,0.0,112,9783955531478,English,Architecture / Landscape
Theorizing Bruce Lee,Paul Bowman,Rodopi,2010,4.6,255,9789042027770,English,Art / Film & Video
Gardner's Art through the Ages: A Global History: Edition 15,Fred S. Kleiner,Cengage Learning,Jan 1| 2015,0.0,1264,9781305544840,English,Art / General
Art and Agency: An Anthropological Theory,Alfred Gell,Clarendon Press,Jul 9| 1998,0.0,296,9780191512155,English,Art / Criticism & Theory
Analysing Popular Music: Image| Sound and Text,David Machin,SAGE,Mar 15| 2010,3.0,240,9781446203378,English,Art / Popular Culture
A Companion to Museum Studies,Sharon Macdonald,John Wiley & Sons,Aug 24| 2011,4.0,592,9781444357943,English,Art / General
A Story of Ruins: Presence and Absence in Chinese Art and Visual Culture,Wu Hung,Reaktion Books,Feb 15| 2013,0.0,296,9781861899767,English,Art / Asian / General
Vienna ÃÂÃÂÃÂÃÂ A DoctorÃÂÃÂÃÂÃÂs Guide: 15 walking tours through ViennaÃÂÃÂÃÂÃÂs medical history,Wolfgang Regal,Springer Science & Business Media,Dec 13| 2007,0.0,190,9783211489529,English,Architecture / General
The Erma Bombeck Collection: If Life Is a Bowl of Cherries| What Am I Doing in the Pits?| Motherhood| and The Grass Is Always Greener Over the Septic Tank,Erma Bombeck,Open Road Media,May 21| 2013,4.8,392,9781480430594,English,Family & Relationships / Marriage & Long-Term Relationships
The Complete Guide to Film and Digital Production: The People and The Process| Edition 3,Lorene M. Wales,Taylor & Francis,Feb 17| 2017,5.0,384,9781315294872,English,Art / Film & Video
Understanding Art: Edition 11,Lois Fichner-Rathus,Cengage Learning,Jan 1| 2016,4.0,624,9781305890329,English,Art / General
Gardner's Art through the Ages: The Western Perspective| Volume II: Volume 2| Edition 15,Fred S. Kleiner,Cengage Learning,Jan 1| 2016,0.0,608,9781305854710,English,Art / General
How to Cheat in 3ds Max 2015: Get Spectacular Results Fast,Michael McCarthy,CRC Press,Sep 15| 2014,3.8,328,9781317692492,English,Art / Digital
A Short History of the Ancient World,Nicholas K. Rauh,University of Toronto Press,Jan 11| 2018,0.0,356,9781442603875,English,Art / History / Ancient & Classical
The Art Business,Iain Robertson,Routledge,Aug 28| 2008,0.0,234,9781134222421,English,Art / Business Aspects
American Film and Society Since 1945| 5th Edition: Edition 5,Leonard Quart,ABC-CLIO,Apr 19| 2018,0.0,363,9781440833229,English,Art / Film & Video
Marketing for Cultural Organizations: New Strategies for Attracting Audiences - third edition,Bonita M. Kolb,Routledge,Jul 18| 2013,0.0,190,9781136239526,English,Art / Business Aspects
Introduction to Cinematography: Learning Through Practice,Tania Hoser,Routledge,Oct 26| 2018,0.0,396,9781315305301,English,Art / Film & Video
Photography: The Key Concepts,David Bate,Berg,Jul 1| 2009,5.0,224,9781847883803,English,Art / Criticism & Theory
Dynamic Symmetry: The Foundation of Masterful Art,Tavis Leaf Glover,Tavis Leaf Glover,Feb 25| 2019,0.0,506,9781733761222,English,Art / Techniques / Pen & Ink Drawing
Graphic Design Solutions: Edition 5,Robin Landa,Cengage Learning,Jan 1| 2013,0.0,448,9781285657615,English,Art / General
Design Basics: Edition 9,Stephen Pentak,Cengage Learning,Jan 1| 2015,0.0,320,9781305464933,English,Art / General
Textual Poachers: Television Fans and Participatory Culture| Edition 2,Henry Jenkins,Routledge,Dec 7| 2012,5.0,372,9781136290718,English,Art / Popular Culture
Directing the Narrative and Shot Design: The Art and Craft of Directing,Lubomir Kocka,Vernon Press,Jul 25| 2019,0.0,446,9781622735228,English,Art / Film & Video
Gardner's Art through the Ages: A Concise Western History: Edition 4,Fred S. Kleiner,Cengage Learning,Jan 1| 2016,0.0,528,9781305890374,English,Art / General
FORCE: Dynamic Life Drawing: 10th Anniversary Edition| Edition 3,Mike Mattesi,CRC Press,Mar 27| 2017,5.0,211,9781317419211,English,Art / Subjects & Themes / Human Figure
The Complete Guide to Perspective Drawing: From One-Point to Six-Point,Craig Attebery,Routledge,Apr 17| 2018,0.0,358,9781315443546,English,Architecture / Design| Drafting| Drawing & Presentation
Exploring Art: A Global| Thematic Approach: Edition 5,Margaret Lazzari,Cengage Learning,Jan 1| 2015,4.7,512,9781305480544,English,Art / General
The Green Screen Handbook: Real-World Production Techniques| Edition 2,Jeff Foster,CRC Press,Oct 24| 2014,4.0,418,9781317673576,English,Art / Film & Video
Game Physics Engine Development: How to Build a Robust Commercial-Grade Physics Engine for your Game| Edition 2,Ian Millington,CRC Press,Jul 23| 2010,4.0,552,9780123819772,English,Art / Digital
Collage and Architecture,Jennifer A.E. Shields,Routledge,Jan 3| 2014,0.0,276,9781134681617,English,Architecture / Design| Drafting| Drawing & Presentation
Gender| Sexuality and Museums: A Routledge Reader,Amy K. Levin,Routledge,Sep 13| 2010,0.0,322,9781136943638,English,Art / Museum Studies
Egypt| Greece| and Rome: Civilizations of the Ancient Mediterranean| Edition 3,Charles Freeman,OUP Oxford,Mar 28| 2014,0.0,784,9780191509704,English,Art / History / Ancient & Classical
A History of Greek Art,Mark D. Stansbury-O'Donnell,John Wiley & Sons,Nov 26| 2014,0.0,440,9781118839454,English,Art / History / Ancient & Classical
Physics in the Arts: Edition 3,Pupa U.P.A. Gilbert,Academic Press,Jan 16| 2021,0.0,400,9780128243480,English,Art / General
Museum Gallery Interpretation and Material Culture,Juliette Fritsch,Routledge,Dec 6| 2012,5.0,264,9781135767952,English,Art / Collections| Catalogs| Exhibitions / General
The Past is the Present; It's the Future Too: The Temporal Turn in Contemporary Art,Christine Ross,Bloomsbury Publishing USA,Jun 28| 2012,0.0,360,9781441147745,English,Art / Criticism & Theory
47th Publication Design Annual: The Best Magazine Design: Photography| Illustration| Infographics & Digital,Society of Publication Designers,Rockport Publishers,May 1| 2013,5.0,344,9781610586139,English,Art / Annuals
Video Production: Disciplines and Techniques| Edition 12,Jim Foust,Taylor & Francis,Sep 1| 2017,0.0,318,9781351685214,English,Art / Film & Video
Gardner's Art through the Ages: A Global History| Volume I: Volume 1| Edition 15,Fred S. Kleiner,Cengage Learning,Jan 1| 2015,3.0,624,9781305544864,English,Art / General
Wine Grapes: A Complete Guide to 1|368 Vine Varieties| Including Their Origins and Flavours,Jancis Robinson,Harper Collins,Sep 24| 2013,3.9,1280,9780062325518,English,Cooking / Beverages / Alcoholic / Bartending
Foundations of Art and Design: Edition 2,Lois Fichner-Rathus,Cengage Learning,Jun 2| 2014,3.0,336,9781305176829,English,Art / General
Processing| second edition: A Programming Handbook for Visual Designers and Artists,Casey Reas,MIT Press,Dec 26| 2014,5.0,662,9780262321860,English,Art / Digital
Homeland Security: An Introduction to Principles and Practice| Third Edition| Edition 3,Charles P. P. Nemeth,CRC Press,Dec 8| 2016,5.0,626,9781498749121,English,Computers / Security / General
Introduction to Emergency Management: Edition 2,Brenda Phillips,CRC Press,Dec 8| 2016,4.0,442,9781315394688,English,Law / Forensic Science
Report Writing for Law Criminal Justice Professionals,Joseph N. Davis,LawTech Publishing Group,Aug 18| 2017,0.0,304,9781563254864,English,Law / Criminal Law / General
The Mediation Process: Practical Strategies for Resolving Conflict| Edition 4,Christopher W. Moore,John Wiley & Sons,Apr 7| 2014,5.0,704,9781118421529,English,Business & Economics / General
Strategies for Minimizing Risk Under the Foreign Corrupt Practices Act and Related Laws,Mike Koehler,Edward Elgar Publishing,Nov 30| 2018,0.0,384,9781788114936,English,Business & Economics / Corporate Governance
Handbook of Forensic Pathology: Edition 2,Vincent J.M. DiMaio M.D.,CRC Press,Jul 27| 2017,5.0,312,9781420009224,English,Law / Criminal Law / General
Essentials of Sports Law,Glenn M. Wong,ABC-CLIO,2010,5.0,899,9780313356759,English,Law / Administrative Law & Regulatory Practice
Introduction to Law for Paralegals: A Critical Thinking Approach| Edition 7,Katherine A. Currier,Wolters Kluwer Law & Business,Feb 15| 2019,5.0,872,9781543809718,English,Law / Paralegals & Paralegalism
Common Sense Police Supervision: Practical Tips for the First-Line Leader (6th Ed.),Gerald W. Garner,Charles C Thomas Publisher,Jul 27| 2018,0.0,362,9780398092306,English,Law / Criminal Law / General
The Handbook of Dispute Resolution,Michael L. Moffitt,John Wiley & Sons,Jun 28| 2012,4.7,560,9781118429839,English,Business & Economics / General
Human Osteology: Edition 3,Tim D. White,Academic Press,Jan 21| 2011,4.7,688,9780080920856,English,Law / Forensic Science
Criminal & Behavioral Profiling,Curt R. Bartol,SAGE Publications,Aug 29| 2012,5.0,368,9781452289083,English,Law / Forensic Science
Labor Relations for the Fire Service,Paul J. Antonellis,Fire Engineering Books,2012,0.0,294,9781593702847,English,Law / Labor & Employment
Fundamentals of Occupational Safety and Health: Edition 7,Mark A. Friend,Rowman & Littlefield,Jul 16| 2018,0.0,616,9781598889833,English,Law / Labor & Employment
Drafting Contracts: How and Why Lawyers Do What They Do| Edition 2,Tina L. Stark,Wolters Kluwer Law & Business,Nov 26| 2013,5.0,576,9781454829058,English,Law / Contracts
American Judicial Process: Myth and Reality in Law and Courts,Pamela C. Corley,Routledge,Sep 25| 2015,5.0,474,9781136286568,English,Law / General
Introduction to US Health Policy: The Organization| Financing| and Delivery of Health Care in America| Edition 4,Donald A. Barr,JHU Press,Oct 18| 2016,2.0,456,9781421420738,English,Law / Health
Ethics and Professional Responsibility for Paralegals: Edition 8,Therese A. Cannon,Wolters Kluwer Law & Business,Sep 12| 2017,0.0,592,9781454893981,English,Law / Ethics & Professional Responsibility
Fundamentals of Polygraph Practice,Donald Krapohl,Academic Press,Jul 9| 2015,5.0,364,9780128029251,English,Law / Forensic Science
Foundations of Forensic Vocational Rehabilitation,Rick Robinson| Ph.D.| MBA| LMHC| CRC| CVE| NCC| D/ABVE,Springer Publishing Company,Dec 3| 2013,5.0,496,9780826199287,English,Law / Disability
Proceedings Before the European Patent Office: A Practical Guide to Success in Opposition and Appeal| Second Edition,Marcus O. MÃÂÃÂÃÂÃÂ¼ller,Edward Elgar Publishing,Jan 31| 2020,0.0,256,9781788115322,English,Law / Intellectual Property / Patent
Ethical Hacking and Penetration Testing Guide,Rafay Baloch,CRC Press,Sep 29| 2017,4.4,531,9781482231625,English,Computers / Networking / General
The IT / Digital Legal Companion: A Comprehensive Business Guide to Software| IT| Internet| Media and IP Law,Gene K. Landy,Syngress,Aug 13| 2008,4.5,1254,9780080558820,English,Computers / Enterprise Applications / Business Intelligence Tools
Gunshot Wounds,Vincent J.M. DiMaio,CRC Press,Oct 21| 2015,5.0,355,9781498725705,English,Law / Criminal Law / General
The Law of Higher Education: Student Version| Edition 6,William A. Kaplin,John Wiley & Sons,Feb 20| 2020,0.0,1056,9781119271963,English,Education / Administration / Higher
The Supreme Court: Edition 13,Lawrence Baum,CQ Press,Sep 12| 2018,0.0,280,9781544361215,English,Law / International
Wills| Trusts| and Estate Administration: Edition 8,Dennis R. Hower,Cengage Learning,Jan 1| 2016,0.0,720,9781305856417,English,Law / Paralegals & Paralegalism
Mergers and Acquisitions: A Step-by-Step Legal and Practical Guide| Edition 2,Edwin L. Miller| Jr.,John Wiley & Sons,Mar 20| 2017,0.0,336,9781119276777,English,Business & Economics / General
Health Disparities in the United States: Social Class| Race| Ethnicity| and the Social Determinants of Health| Edition 3,Donald A. Barr,JHU Press,Aug 20| 2019,0.0,376,9781421432595,English,Law / Health
Evidence in Traffic Crash Investigation and Reconstruction: Identification| Interpretation and Analysis of Evidence| and the Traffic Crash Investigation and Reconstruction Process,Robert W. Rivers,Charles C Thomas Publisher,2006,0.0,295,9780398076443,English,Law / Evidence
Occupational Health and Safety Management: A Practical Approach| Third Edition| Edition 3,Charles D. Reese,CRC Press,Oct 8| 2018,0.0,608,9781482231342,English,Law / Environmental
Examples & Explanations for Contracts: Edition 7,Brian A. Blum,Wolters Kluwer Law & Business,Feb 5| 2017,5.0,896,9781454887263,English,Law / Contracts
The International Law of the Sea,Donald R. Rothwell,Bloomsbury Publishing,Feb 25| 2016,5.0,528,9781782256854,English,Law / International
Spitz and Fisher's Medicolegal Investigation of Death: Guidelines for the Application of Pathology to Crime Investigation,Werner U. Spitz,Charles C Thomas Publisher,2006,4.3,1325,9780398075446,English,Law / Forensic Science
U.S. Customs Broker License Examination Practice Exam Questions (5th Ed. 2017): Exercise Book,Law Office of Yuri Starikov| LLC,Law Office of Yuri Starikov| LLC,Apr 15| 2017,5.0,931,9781944329563,English,Education / Adult & Continuing Education
Introduction to Health Care Management: Edition 2,Sharon B. Buchbinder,Jones & Bartlett Publishers,Jul 19| 2011,3.0,498,9781449675592,English,Law / Health
Ethical Problems in the Practice of Law: Concise Edition| Edition 4,Lisa G. Lerman,Wolters Kluwer Law & Business,Jan 31| 2018,0.0,736,9781454897590,English,Law / Ethics & Professional Responsibility
Occupational Safety and Health Law Handbook: Edition 3,Melissa A. Bailey,Bernan Press,Mar 31| 2016,5.0,372,9781598886795,English,Law / Personal Injury
Trial Techniques and Trials: Edition 10,Thomas A. Mauet,Wolters Kluwer Law & Business,Mar 12| 2017,4.5,650,9781454888123,English,Law / Legal Education
Fingerprint Identification,William Leo,LawTech Publishing Group,Sep 29| 2015,0.0,220,9781563252631,English,Law / Forensic Science
Introduction to Paralegal Studies: A Critical Thinking Approach| Edition 6,Katherine A. Currier,Wolters Kluwer Law & Business,Feb 27| 2017,1.0,656,9781454888000,English,Law / Legal Education
Evidence for Paralegals: Edition 5,Joelyn D. Marlowe,Wolters Kluwer Law & Business,Aug 14| 2015,0.0,368,9781454861331,English,Law / Evidence
Contemporary Criminal Law: Concepts| Cases| and Controversies| Edition 5,Matthew Lippman,SAGE Publications,May 9| 2018,0.0,600,9781544308111,English,Law / Criminal Law / General
Estates in Land and Future Interests: A Step-by-Step Guide| Edition 5,Linda H. Edwards,Wolters Kluwer Law & Business,Mar 12| 2017,0.0,272,9781454887218,English,Law / Estates & Trusts
Constitutional Law for a Changing America: Institutional Powers and Constraints| Edition 10,Lee Epstein,CQ Press,Jan 9| 2019,0.0,784,9781544317922,English,Law / International
Introduction to Health Care Management: Edition 3,Sharon B. Buchbinder,Jones & Bartlett Learning,Mar 28| 2016,0.0,676,9781284119732,English,Law / Health
Case Studies in Sport Law: Edition 2,Andrew T. Pittman,Human Kinetics,Jan 11| 2016,0.0,424,9781492585640,English,Business & Economics / Industries / Park & Recreation Management
Criminal Profiling: An Introduction to Behavioral Evidence Analysis| Edition 4,Brent E. Turvey,Academic Press,Mar 9| 2011,4.2,728,9780123852441,English,Law / Forensic Science
Leadership for Lawyers: Edition 3,Deborah L. Rhode,Wolters Kluwer Law & Business,Feb 2| 2020,0.0,682,9781543820966,English,Law / Ethics & Professional Responsibility
U.S. Customs Broker License Examination Preparation Guide Textbook (5th Ed. Vol. 2| 2017),Law Office of Yuri Starikov| LLC,Law Office of Yuri Starikov| LLC,Apr 15| 2017,3.0,533,9781944329587,English,Education / Adult & Continuing Education
The Institute,Stephen King,Hachette UK,Sep 10| 2019,4.5,496,9781529355420,English,Fiction / Horror
Edgar Allan Poe: Complete Tales & Poems,Edgar Allan Poe,Top Five Books LLC,Sep 13| 2013,4.4,1600,9781938938115,English,Fiction / Classics
Deceiving Darkness,Sarra Cannon,Sarra Cannon,Oct 31| 2018,4.9,391,9781624210655,English,Fiction / Coming of Age
The Mysterious Affair at Styles (Poirot),Agatha Christie,HarperCollins UK,Oct 14| 2010,4.5,208,9780007422586,English,Fiction / Classics
H.P. Lovecraft: The Ultimate Collection (160 Works Including Early Writings| Fiction| Collaborations| Poetry| Essays & Bonus Audiobook Links),H.P. Lovecraft,eBookIt.com,Jun 18| 2014,4.4,1945,9781456622626,English,Fiction / Classics
The Exorcist: 40th Anniversary Edition,William Peter Blatty,Harper Collins,Oct 4| 2011,4.5,400,9780062094377,English,Fiction / Horror
Bird Box: The bestselling psychological thriller| now a major film,Josh Malerman,HarperCollins UK,Mar 27| 2014,4.4,400,9780007529896,English,Fiction / Ghost
The Terror,Dan Simmons,Random House,Apr 30| 2010,4.3,944,9781407038995,English,Fiction / Ghost
The Library at Mount Char: A Novel,Scott Hawkins,Crown,Jun 16| 2015,4.4,400,9780553418613,English,Fiction / Fantasy / Contemporary
The Girl With All The Gifts: The most original thriller you will read this year,M. R. Carey,Hachette UK,Jan 14| 2014,4.3,416,9780748123797,English,Fiction / Dystopian
Blood Infernal,James Rollins,Harper Collins,Feb 10| 2015,4.5,576,9780062343284,English,Fiction / Action & Adventure
Dracula,Bram Stoker,Simon and Schuster,May 6| 2014,4.4,450,9781476788104,English,Fiction / Classics
Whispers in the Dark: A Book of Spooks,Ruskin Bond,Penguin UK,Sep 20| 2016,4.9,224,9789386057969,English,Fiction / Horror
The Guest List,Lucy Foley,HarperCollins,Feb 20| 2020,4.4,384,9780008297183,English,Fiction / Horror
American Psycho,Bret Easton Ellis,Pan Macmillan,Dec 15| 2014,4.7,400,9781447277712,English,Fiction / Classics
The Passage,Justin Cronin,Hachette UK,Jun 24| 2010,4.5,688,9781409107262,English,Computers / Security / Viruses & Malware
NOS4A2: A Novel,Joe Hill,Harper Collins,Apr 30| 2013,4.3,720,9780062200594,English,Fiction / Horror
Welcome to Night Vale,Joseph Fink,HarperCollins,Oct 20| 2015,4.6,416,9780062351449,English,Fiction / Fantasy / Humorous
I Am Legend,Richard Matheson,Hachette UK,Sep 1| 2011,4.4,176,9780575119574,English,Fiction / Dystopian
Code Zero,Jonathan Maberry,St. Martin's Griffin,Mar 25| 2014,4.7,480,9781250033420,English,Fiction / Horror
Enchanted Objects (YA Witch Series),Kristen Middleton,Kristen Middleton,May 5| 2016,4.8,302,9781524217167,English,Fiction / Fantasy / General
The Silent Girls,Eric Rickstad,Harper Collins,Nov 25| 2014,4.1,416,9780062351517,English,Fiction / Horror
Dark Hollows: An absolutely gripping 2020 psychological thriller with a breathtaking twist,Steve Frech,HarperCollins UK,Dec 6| 2019,4.5,384,9780008368227,English,Fiction / Crime
The Seven Deaths of Evelyn Hardcastle: The Sunday Times Bestseller and Winner of the Costa First Novel Award,Stuart Turton,Bloomsbury Publishing,Feb 8| 2018,4.2,528,9781408889572,English,Fiction / Action & Adventure
Phantoms: A Thriller,Dean Koontz,Penguin,Feb 5| 2002,4.5,448,9781440620171,English,Fiction / Horror
Frankenstein,Mary Shelley,GENERAL PRESS,Oct 16| 2017,4.6,240,9788193545829,English,Fiction / Classics
BRITTER BAIRE: BHOUTIK ALOUKIK GOLPER PATRIKA,Different Writers,SRISTI PUBLICATION,May 28| 2020,4.9,240,Original pages,Fiction / Horror,Fiction / Thrillers / Crime
The MEG,Steve Alten,Head of Zeus Ltd,May 18| 2017,4.5,400,9781786695734,English,Fiction / Horror
Let the Right One In,John Ajvide Lindqvist,Hachette UK,Apr 22| 2009,4.8,527,9781849163491,English,Fiction / Horror
The Secrets Of The Shadows (The Annie Graham crime series| Book 2),Helen Phifer,HarperCollins UK,Apr 8| 2014,4.4,352,9781472091000,English,Fiction / Action & Adventure
Final Girls: Three Girls. Three Tragedies. One Unthinkable Secret,Riley Sager,Random House,Jul 13| 2017,4.6,352,9781473529915,English,Fiction / Crime
The Haunting of Hill House,Shirley Jackson,Penguin UK,Oct 1| 2009,4.0,256,9780141927541,English,Fiction / Classics
Stalker (Joona Linna| Book 5),Lars Kepler,HarperCollins,May 5| 2016,4.5,592,9780007467846,English,Fiction / Horror
Mutation (Wildfire Chronicles Vol. 4) [post-apocalyptic/zombie horror],K.R. Griffiths,K.R. Griffiths,Dec 31| 2013,4.5,288,9781494721534,English,Fiction / Horror
Somebody Tell Aunt Tillie We're In Trouble!,Christiana Miller,HekaRose Publishing,Oct 4| 2015,4.6,286,9780692292563,English,Fiction / Fantasy / Contemporary
The Ballad of Black Tom,Victor LaValle,Tordotcom,Feb 16| 2016,4.5,152,9780765386618,English,Fiction / Fantasy / Dark Fantasy
Mutation,Robin Cook,Penguin,Feb 1| 1990,4.4,352,9781101203491,English,Fiction / Horror
Haunted: Terrifying Real-life Encounters with Ghosts and Spirits,Jay Alani,Penguin Random House India Private Limited,Oct 23| 2019,5.0,288,9789353056797,English,Biography & Autobiography / General
The Shepherd,Frederick Forsyth,Random House,Jun 8| 2011,4.0,144,9781446474471,English,Fiction / Fantasy / Historical
The Call of Cthulhu,H. P. Lovecraft,BookRix,Oct 16| 2018,4.8,49,9783736805101,English,Fiction / Horror
The Demonologist: The Extraordinary Career of Ed and Lorraine Warren,Gerald Brittle,Graymalkin Media,Jul 18| 2013,4.6,238,9781935169239,English,Biography & Autobiography / Religious
Skin Game,Jim Butcher,Hachette UK,May 27| 2014,4.6,464,9780748130825,English,Fiction / Fantasy / Contemporary
Angels' Blood,Nalini Singh,Penguin,Mar 3| 2009,4.5,368,9781101019535,English,Fiction / Fantasy / Romantic
Swan Song,Robert R. McCammon,Open Road Media,Oct 18| 2011,4.8,856,9781453231524,English,Fiction / Occult & Supernatural
Doctor Sleep,Stephen King,Hachette UK,Sep 24| 2013,4.1,500,9781444761191,English,Fiction / General
Enchanted Objects (YA Witch Series),Kristen Middleton,Kristen Middleton,May 5| 2016,4.8,302,9781524217167,English,Fiction / Fantasy / General
The Return of Ratnavati: Story of the Princess of haunted Bhangarh,Ashita Saxena,Notion Press,2013,4.4,120,9789383416691,English,Fiction / Occult & Supernatural
The Demon King (The Seven Realms Series| Book 1),Cinda Williams Chima,HarperCollins UK,Feb 4| 2010,4.4,400,9780007353248,English,Fiction / Classics
Close Remembrance (The Krinar Chronicles: Volume 3),Anna Zaires,Mozaika Publications,Sep 5| 2013,4.2,398,9780988391345,English,Body| Mind & Spirit / Supernatural
Dracula,Bram Stoker,Top Five Books LLC,Nov 14| 2011,4.0,455,9780978927097,English,Fiction / Classics
A Hunger So Wild (A Renegade Angels Novel),Sylvia Day,Hachette UK,Aug 28| 2012,4.6,248,9781472200754,English,Fiction / Fantasy / Paranormal
Kindling Flames,Julie Wetzel,Crimson Tree Publishing,Aug 4| 2016,4.7,282,9781634220163,English,Fiction / Fairy Tales| Folk Tales| Legends & Mythology
Maximum Ride: The Angel Experiment,James Patterson,Hachette UK,Apr 28| 2011,4.7,356,9780755387229,English,Fiction / Fantasy / Action & Adventure
The Wisdom of Madness,C.J. Archer,C.J. Archer,Jun 5| 2018,4.8,250,Flowing text,Fiction / Alternative History,Fiction / Fantasy / Gaslamp
Frost Burned: Mercy Thompson: Book 7,Patricia Briggs,Hachette UK,Mar 5| 2013,4.4,368,9780748117352,English,Fiction / Fantasy / Contemporary
The Two Lost Mountains: The Brand New Jack West Thriller,Matthew Reilly,Hachette UK,Jan 21| 2021,3.8,432,9781409194422,English,Fiction / Action & Adventure
The Wolf Gift,Anne Rice,Random House,Mar 28| 2013,4.7,592,9781448135318,English,Fiction / Fantasy / General
The Birth of Vengeance,P.A. Ross,Scarlett-Thorn,2012,4.4,186,9781301124954,English,Body| Mind & Spirit / Unexplained Phenomena
The Haunted,Ed Warren,Graymalkin Media,Oct 4| 2014,4.6,238,9781631680199,English,Biography & Autobiography / Religious
Stroke of Death,Dale Mayer,Valley Publishing Ltd.,Jul 7| 2020,4.7,386,9781773362854,English,Fiction / Mystery & Detective / Women Sleuths
Watchers: A thriller of both heart-stopping terror and emotional power,Dean Koontz,Hachette UK,Dec 6| 2012,4.7,512,9781472203038,English,Fiction / Action & Adventure
Every Last Breath (The Dark Elements| Book 3),Jennifer L. Armentrout,HarperCollins UK,Jul 28| 2015,4.5,384,9781474036337,English,Fiction / Occult & Supernatural
Deader Homes and Gardens,Angie Fox,Moose Island Books,Oct 9| 2016,4.6,285,9781939661364,English,Fiction / Fantasy / Humorous
Somebody Tell Aunt Tillie We're Canning Demons,Christiana Miller,Christiana MIller,Jan 9| 2018,4.8,324,9781538082980,English,Fiction / Fantasy / Paranormal
The City of Brass (The Daevabad Trilogy| Book 1),S. A. Chakraborty,HarperCollins UK,Nov 14| 2017,4.2,576,9780008239411,English,Fiction / Action & Adventure
Regal,Brian Rathbone,White Wolf Press| LLC,2013,4.4,298,9781301786039,English,Body| Mind & Spirit / Magick Studies
The Serpentwar Saga: The Complete 4-Book Collection,Raymond E. Feist,HarperCollins UK,Mar 14| 2013,4.7,2176,9780007518753,English,Fiction / Classics
Supernatural: John Winchester's Journal,Alex Irvine,Harper Collins,May 19| 2009,4.4,224,9780061912948,English,Fiction / Fantasy / Action & Adventure
Sacrifice Me| Season Two,Sarra Cannon,Dead River Books,May 5| 2018,4.9,295,9781624210570,English,Fiction / Fantasy / Paranormal
Blood of Requiem (Epic Fantasy| Dragons| Free Fantasy Novel),Daniel Arenson,Moonclipse,May 1| 2011,4.3,239,9780986602863,English,Art / Subjects & Themes / Science Fiction & Fantasy
Stone Cold Magic,Jayne Faith,Jayne Faith,Nov 10| 2017,4.5,320,9780997026054,English,Body| Mind & Spirit / Magick Studies
Sacrificed in Shadow,SM Reine,SM Reine,Jan 2| 2016,4.6,400,9781490957418,English,Fiction / Fantasy / Contemporary
Ghost Stories of an Antiquary,M. R. James,Open Road Media,Jan 27| 2015,4.5,140,9781497684225,English,Fiction / Ghost
Styxx,Sherrilyn Kenyon,Hachette UK,Sep 3| 2013,4.6,848,9781405528214,English,Fiction / Fantasy / Contemporary
Donzela de AÃÂÃÂÃÂÃÂ§o (Reinos Divididos| Livro 1),Kim Richardson,Riverbend Press,Jan 3| 2016,4.7,277,9781311965332,Portuguese,Fiction / Action & Adventure
The Hellbound Heart: A Novel,Clive Barker,Harper Collins,Mar 17| 2009,4.5,176,9780061760877,English,Fiction / Horror
Witches of East End,Melissa de la Cruz,Hachette UK,Dec 12| 2013,4.7,288,9780751556247,English,Fiction / Fantasy / Contemporary
Black Magic Sanction,Kim Harrison,HarperCollins UK,Jul 18| 2013,4.3,496,9780007537563,English,Fiction / Classics
The Keeper of Lost Things: the perfect uplifting read for 2020 - winner of the Richard & Judy Readers' Award and Sunday Times bestseller,Ruth Hogan,Hachette UK,Jan 26| 2017,4.1,352,9781473635494,English,Fiction / General
The Sixth Watch,Sergei Lukyanenko,Random House,Sep 1| 2016,4.6,400,9781473535428,English,Fiction / Fantasy / Contemporary
Russian Warships in the Age of Sail 1696ÃÂÃÂÃÂÃÂ1860: Design| Construction| Careers and Fates,Eduard Sozaev,Seaforth Publishing,Jun 23| 2010,4.0,400,9781473853225,English,History / Military / Naval
The Campaigns of Napoleon,David G. Chandler,Simon and Schuster,Dec 1| 2009,4.8,1216,9781439131039,English,History / General
Women in the Classical World: Image and Text,Elaine Fantham,Oxford University Press,Mar 30| 1995,0.0,448,9780199762163,English,History / Ancient / General
An Introduction to Native North America -- Pearson eText: Edition 4,Mark Q. Sutton,Routledge,Aug 26| 2015,5.0,432,9781317347200,English,History / Native American
British Warships in the Age of Sail| 1603ÃÂÃÂÃÂÃÂ1714: Design| Construction| Careers and Fates,Rif Winfield,Pen and Sword,Mar 10| 2010,0.0,384,9781783469246,English,History / Europe / Great Britain / General
"Selling War: The British Propaganda Campaign against American ""Neutrality"" in World War II",Nicholas John Cull,Oxford University Press,Sep 26| 1996,0.0,276,9780195354799,English,History / Europe / Great Britain / General
